Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Latin America & Caribbean,LCN,801009610656.577,853548203014.133,894448367600.86,917268501395.429,985410451356.953,1036515351454.64,1078964426348.37,1126436625685.2,1214459380903.95,1291027770848.06,1376697525561.94,1468739403832.33,1574190052361.66,1709976994416.89,1819155189152.22,1886871438443.92,2003338172458.58,2100566409743.25,2181883621685.84,2324989159091.08,2469841887860.32,2477036841800.74,2456792563012.87,2389263134738.26,2482804321162.83,2571337923701.37,2688429060502.91,2780557750361.7,2805809790164,2843827927724.19,2857402517682.04,2962941962066.41,3047429148057.88,3166369686861.4,3310609377478.7,3365985197919.51,3478554157218.36,3655946776884.42,3734421129811.96,3735445383467.51,3877093531620.56,3913551343319.34,3928111212847.79,3990712952388.28,4240479726350.75,4430968228660.19,4669527273086.24,4935583103817.36,5132394451059.17,5042902192971.17,5334359891440.17,5568795999911.8,5725617545391.63,5885240433114.46,5962989224507.59,5954016943922.64,5914279921232.76
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Latin America & Caribbean (excluding high income),LAC,733183173157.79,781788890898.408,819867643870.787,838654632216.534,903392167118.788,951713444641.834,987382107324.659,1031937575712.49,1115999066162.04,1186777324801.52,1268500492239.92,1353848974638.28,1456880987016.39,1591819159824.24,1698147661062.43,1771203266579.75,1881852958767.25,1970504220813.72,2042549901568.16,2174673896116.46,2310991119995.95,2313395722973.94,2302583163383.43,2242262883282.26,2330311169749.63,2414477862809.66,2523744796983.65,2606879087418.33,2623424423385.01,2650904389562.94,2660233888416.54,2758088426480.46,2828750552122.36,2937661620041.19,3070984086369.46,3113235637241.48,3212710557607.45,3374322788641.46,3438397757997.25,3437297565341.54,3568940540808.1,3591697825530.23,3600653271644.71,3653301124585.03,3886086857354,4061763758500.95,4284836348694.02,4540863086792.48,4728890995017.86,4645828329409.07,4923451838328.67,5144082889300,5289381175953.69,5436806273053.38,5506746039928.09,5491508214532.52,5447959167236.29
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Latin America & the Caribbean (IDA & IBRD countries),TLA,769702115064.741,820051787641.816,858687711988.734,879392798483.004,944725604030.202,992793352278.718,1032585964910.06,1077451599504.94,1162277550715.56,1234672448982.45,1316539943370.52,1404454610685.68,1506158862775.87,1638074596243.42,1746024872530.24,1811897598403.98,1923924896266.48,2015702145792.58,2091329306342.69,2228943521481.78,2372279868199.65,2373415667217.17,2350733618121.57,2282345446502.87,2368591259909.12,2454192312263.6,2567863607460.07,2657208805118.04,2676912978538.05,2711192590440.24,2724648218077.64,2834424055057.84,2920861180020.24,3041841624174.54,3182154697705.54,3233107111001.58,3340127539562.37,3513054605072.06,3584974181789.04,3581485073177.32,3718600748086.17,3744246660234.75,3756101012588.75,3815771568981.33,4060368556895.49,4244212375826.82,4476600383557.24,4741229901226.98,4937140477003.45,4850242972630.42,5141956777199.41,5376150802148.43,5533612528495.25,5691715137105.06,5767419146878.43,5755294455658.49,5716693744884.35
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12755674976.1962,13056584212.6612,14228298555.8516,15156235360.3472,15553169343.1653,16394107353.9773,17453382034.1036,18693100275.4257,20269059424.4328,21958595917.112,24307514342.864,27197529029.0749,29903517585.9357,28824324886.4115,24693152309.4946,23757368290.0955,25273444911.7367,26285714443.4855,26976123668.2955,27547995579.8447,28295132552.9657,28846991086.5562
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,214823008814.421,218525833857.044,222368650340.192,225694707833.729,233490519461.416,244281688119.089,250420337755.868,255965394299.478,257184993260.465,260667506132.744,261124412933.183,258405724632.833,263843603537.222,278192420977.252,294440039726.047,309164454193.735,322214441549.394,335871251910.797,350338208406.119,368993202534.31,380863595500.998,402622768349.81,429390240745.29,465353103494.446,504530023205.007,551988558472.933,593169856626.104,622537337623.78,659839922368.981,685733513897.231,716425175476.846,759312624847.102,801400034629.716,832506912073.98,867230071447.411
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15705124726.1692,9038123662.88557,11436223483.7148,15804941948.9884,16516154372.5373,17671949259.5025,19086261521.6584,20333538334.9917,21377971319.602,20889102842.8524,21639573796.3516,21541530456.1857,21831062957.0149,22676199965.3731,23450615949.9834,24206305944.2123,25637810945.2736,26338308457.7114,26748258706.4677,29249087893.864,31918407960.199,35207296849.0879,38009950248.7562,38763515754.5605,39616313101.1609,39972859919.0713,40692371397.6119,41221372225.8043,41948613209.2869
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Lesotho,LSO,219054155.369491,223139066.669921,257350334.056698,284668252.148692,308156565.896533,314794583.644916,313518024.273408,347729303.955247,346452719.993616,351814202.960615,359473448.534106,377855905.942829,377089960.483875,476660116.05407,528997820.779715,457511713.186393,508062773.31563,618866361.191636,732223338.302015,753413286.985341,732733755.493582,737823603.662362,770709909.040847,786017474.977326,829522743.363738,851175352.711079,891051690.724124,897553946.028903,974760817.235751,1031250583.71774,1093594571.9651,1169781006.45024,1251155243.544,1295067861.98209,1372511287.47892,1417679788.26087,1497027826.28792,1552471808.31749,1576343481.21502,1583847272.08121,1645230011.35588,1703826232.40245,1716159136.04217,1794412161.99143,1824780325.10653,1888029451.6015,1967894891.44564,2062535216.54269,2199886720.30928,2247212552.63512,2394097298.85591,2552833666.2309,2703478718.27071,2761672831.891,2824569237.27471,2983135668.51001,3057714060.22277
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Liberia,LBR,1426700787.81479,1461512079.03896,1481163659.27636,1514852143.68054,1592896740.23479,1669256805.57371,1797833914.74399,1919112030.61857,2010632020.93449,2157176393.11709,2300913213.27413,2413769101.05254,2513711105.47438,2457002406.38262,2573788653.00656,2484514490.32084,2616460447.93154,2658009436.03654,2786025034.80171,2876983728.70277,2759074461.26861,2700119934.54665,2634427710.94385,2584456494.74268,2529993837.27137,2508657939.80888,2466547655.28902,2441842695.39586,2391982754.12254,1754078045.23354,858956846.842433,736768416.462007,478268199.475046,320557388.283499,250796568.136355,240097055.843849,269199729.279467,555304687.981094,723051855.693259,880253798.080175,1132146638.24602,1165190798.01995,1209034189.54096,844568142.71147,866700939.849503,912479873.144222,985872107.763442,1079873956.95073,1157051893.00929,1218376789.68453,1292697100,1398698238.23309,1510516487.30938,1641989954.45724,1653502629.68398,1653502629.68398,1627046587.60903
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46322057225.7385,48026344512.6129,47179698570.1011,46727316322.5252,52809344317.7121,55165501857.1698,61714049045.1692,65725799949.0192,69900911108.9382,71765417108.4958,71198368527.333,74773444900.5368,28357141373.22,..,..,..,..,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5082366478.08994,..,..,..,..,..,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19315603344.6289,20310348886.6269,21994732573.5165,23637117966.243,23368921086.7508,24264340357.1111,25847450471.085,27594931858.1505,30503041625.9376,32501016178.3459,35012502275.965,37605683774.4175,41775008781.7614,42872888580.5938,36521628847.8295,37120517693.8622,39366069028.9605,40875719145.8125,42309159363.0442,43787871321.9251,44566671972.7344,45591189914.2972
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Low & middle income,LMY,2204968863232.98,2252483955603.49,2340979983929.7,2451468259949.46,2636582703338.63,2782560887426.68,2903106852804.01,3008703591056.2,3205291807452.94,3448944843657.42,3724160446806.45,3956459233448.73,4206210833778.68,4514042879789.98,4785738077339.88,4990521696778.15,5322425472554.3,5559876391010.95,5735921925284.02,5974562504193.19,6246211834000.09,6349586358946.94,6502325543462.39,6581928748707.19,6875570775726.1,7173810429647.94,7458176919249.99,7782960168206.63,8069779395441.56,8295231719211.78,8469141788850.61,8565176780620.07,8629390786607.09,8865926897438.54,9081466797853.12,9410652119837.42,9860854060164.31,10341210608324.4,10538344242586.3,10876261657266.8,11485098357281.4,11880637366831.3,12370468777739.6,13044197228154.3,14100063459926.5,15105029585697.9,16328023387887.6,17762063407919.3,18773613414133.4,19216999789206.3,20662142675904.1,21920239313780.1,23007717423661.4,24181012236503.5,25296361957001.5,26267765706745.2,27284179349954.4
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,124547271248.379,125625600865.137,127542167092.355,130880771684.279,135413958307.901,139587142260.867,144603034899.644,146885345721.53,147475682502.164,148023746342.721,142559230607.587,142298391593.822,144593388675.389,150140507491.33,159097733496.509,164538390114.544,169624805862.691,174931263263.633,178062689889.632,186279045423.015,190175079895.662,195915295995.242,206985633120.874,219593792487.891,230784919805.107,245337533775.267,257719262390.237,271748414954.034,289973428214.635,306938835822.233,318758365441.724,337022212601.626,357461323453.584,373860943743.07,389185290307.699
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Lower middle income,LMC,538462663719.277,558206232151.974,578664147191.957,607432361017.175,644112022507.193,656061312642.71,663314987258.797,676092219902.525,708069149106.563,762761167656.915,824461599092.032,865394693148.646,885136369933.289,929411524121.094,979990098706.284,1021520761162.53,1082854470525.56,1156916263376.08,1204962407612.66,1230405973285.97,1301752270662.51,1339043967974.22,1377597775887.74,1426054569851.89,1468742060635.67,1524595856682.45,1569410940851.51,1611800402265.58,1707884253780.56,1791946850541.33,1857689755042.24,1878241577462.67,1918831864881.76,1952712896539.38,2012202021573.08,2108798729772.51,2232663194689.68,2320648141661.05,2333383018188.13,2437837434301.02,2544917435334.33,2655127662088.8,2754238899199.2,2929199714927.7,3177317786838.2,3392976702494.89,3651131669703.93,3940560859693.96,4137678898445.66,4341510139822.41,4659868433805.74,4910597818573.3,5161122096434.9,5446822486246.47,5754008329792.54,6065946378602.18,6376760459310.13
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Luxembourg,LUX,8504063017.13305,8829767195.35142,8949735270.63142,9257526380.66555,9985707558.64394,9912319238.15026,10021939984.2351,10043660616.0983,10463874563.2557,11507421908.8175,12026066098.5417,12346829649.5882,13161497303.9828,14255570044.7156,14856081310.7072,13879833077.9928,14231594121.2261,14454998303.395,15044035418.1097,15396909640.0985,15526379547.476,15440836958.4821,15615518611.081,16082278502.7553,17077279261.346,17554026770.2875,19306609310.5888,20069409192.2146,21767940116.2612,23900776308.0084,25172281398.4933,27348221249.0549,27845863937.7581,29015570718.3576,30124232789.131,30555672134.7507,30979915749.8571,32748781294.1936,34728330983.336,37673641715.0206,40777874110.4868,41810359657.136,43407293716.2571,44114523131.6617,45708017660.4699,47158078345.0882,49600152813.8211,53744023972.4248,53056323195.6279,50743806576.0564,53212476812.2957,54563666562.4044,54371319074.1956,56540838909.6478,59722352796.5618,62113789220.6336,64710451836.327
GDP (constant 2010 US$),NY.GDP.MKTP.KD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4132259705.05798,4546409760.64812,4931060177.00721,4967135037.03073,5299627958.72528,6057200019.21908,6530349353.27132,6858399558.21421,7405742262.01925,7676747983.87077,8697684293.40322,9148708898.03218,9537802031.14294,9852168668.4907,9810940257.03526,9783484267.50997,9336280399.28745,9116099357.07496,9639984516.43122,9918454002.42553,10805842246.403,12065085882.4947,15293163874.2539,16525751209.8357,18726051108.2649,21431487901.3584,22158760633.6059,22451535667.5405,28123640998.7253,34218781819.0036,37379685933.4777,41566235637.2411,41066963128.689,32222224910.8057,31533603814.2978
GDP (constant 2010 US$),NY.GDP.MKTP.KD,"Macedonia, FYR",MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7693306832.47839,7218570743.08383,6744657232.91406,6240880484.35722,6131155435.15501,6062809746.02776,6134660341.64662,6222998305.92263,6433256966.43762,6712397782.5365,7017753871.63858,6802502120.44073,6904133452.9802,7057558640.8242,7387459163.25549,7736396749.21033,8133817396.81345,8660358997.01112,9134228879.94995,9101472088.16896,9407168702.4313,9627286317.03306,9583368137.54723,9863707082.21495,10221724268.9544,10614404462.0042,10869778362.0905
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Madagascar,MDG,3651568049.64215,3726375268.63735,3811003848.33106,3775584316.6825,3925192556.84327,3907440721.85032,3988111883.32034,4208597265.39408,4495993370.4132,4663299272.37588,4909356186.80498,5102262712.08589,5037330218.25146,4905428818.09139,5003874857.50605,5066858211.73783,4911363508.33334,5027468159.29592,4893646711.95061,5375898481.85328,5419215903.00879,4893617620.98775,4805033640.52864,4848380152.64701,4931029463.22784,4988026106.75789,5085746813.92281,5145661260.66408,5320789571.26692,5537818872.77088,5711154233.15068,5350806992.567,5414275712.05954,5527789241.14197,5523830887.64384,5618410647.91236,5739145519.79672,5951120435.23127,6185138512.86326,6473311272.40879,6781445103.03066,7189540561.32302,6278353422.6091,6892683532.63525,7255032154.37267,7588974026.87796,7970138367.75655,8467521105.2625,9071129493.65325,8707027002.4923,8729936135.74487,8856903643.14915,9125047117.67409,9330835548.94675,9640232446.63044,9934660186.46448,10351915914.296
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Malawi,MWI,872754761.578833,939429715.627654,945708532.632315,932552984.401186,957369182.341457,1087729294.05964,1231842943.3209,1321540202.46429,1296125938.12838,1372368730.47158,1378946466.0453,1602591776.10113,1702454862.85085,1741622587.64614,1866600790.90519,1980217492.28166,2079183440.56383,2181438334.38105,2394020984.03969,2499265827.07471,2509431501.17818,2376679583.05701,2436178658.7173,2526773054.99921,2662215774.51161,2783905186.40297,2777925287.96737,2823073218.20398,2912770477.34736,2951938202.14266,3119971217.88235,3392351938.18952,3143591512.28887,3448263380.33223,3095154943.52291,3612937768.21468,3877284917.91252,4024327811.66063,4181085586.81284,4308285837.60062,4376187775.85659,4158474016.15302,4229168074.99445,4470469156.55829,4712790834.08534,4866839045.27869,5095580480.01871,5584756206.23341,6011416879.86508,6512054306.78509,6959697194.02096,7297524731.2371,7435141416.66523,7821768770.20955,8267609590.40654,8499102658.85552,8711580225.50965
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Malaysia,MYS,11490474651.5166,12363520226.0098,13157385520.4744,14122980193.1017,14879825463.351,16023319735.4941,17275816336.0343,17942169879.8547,19373595231.4427,20320679954.053,21537185309.3664,22776313247.0274,24913167489.367,27831546366.1482,30144243705.5664,30385901058.6446,33899676911.614,36529096644.0036,38959024836.2361,42601343578.2807,45772687156.5614,48950205302.5364,51858301170.4076,55099575393.4991,59376363292.0431,58710012945.8881,59386651050.8833,62586786998.2304,68806489273.8506,75039312067.3062,81800090900.6241,89608289838.875,97570090279.7181,107224598832.697,117102174753.966,128612243674.521,141476941976.344,151836934773.835,140662624041.477,149295947160.908,162521878178.262,163363213808.947,172170105616.094,182136170935.395,194491264661.141,204861809506.069,216303028282.264,236695353388.594,244552678743.287,238375704355.655,255016609232.871,268516655800.813,283216292570.861,296507404302.878,314333923193.94,329952500698.519,343939027040.452
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1225915100.12917,1292029145.00541,1480026955.54827,1674797438.99628,1538724510.52075,1844747307.15336,2032394745.6969,2289934843.24323,2168024403.78079,2323401757.8125,2525754691.5989,2588809904.81054,2710478628.92842,2873034879.93396,2954819940.53837,3075709982.641
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Mali,MLI,..,..,..,..,..,..,..,1944068679.30504,2016162720.4351,2020820044.61598,2144836858.6076,2199937632.21704,2328502348.91457,2294619943.28721,2259539194.64372,2522211736.30104,2865823701.8849,3047764737.91777,3003161422.32356,3315360389.90145,3171943208.35413,3219801623.77551,2982230716.74933,3036533373.70055,3027818184.15639,3642060605.84473,3740127490.2144,3734922568.38203,4010922927.40697,4178474744.85538,4073912797.44007,4552402157.86377,4405875697.20066,4545637483.9988,4717459583.09197,4760908442.4543,5096827925.44063,5342954986.49485,5747505780.22185,6075167846.2737,6071472019.62682,7005036095.98509,7222634110.29424,7881269147.98059,8004216841.12223,8527273414.25,8924830836.57373,9236630227.00142,9677529938.79202,10130347922.7255,10678749467.4697,11024767958.1827,10932581178.5301,11184422457.8225,11972181170.8491,12686032241.3252,13364667036.5339
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Malta,MLT,..,..,..,..,..,..,..,..,..,..,1132760927.15232,1160558807.94702,1228316026.49007,1279243708.60927,1407633774.83444,1682968079.4702,1969360264.90066,2209310463.57616,2455895099.33775,2713537483.44371,2904834039.7351,3001035231.78808,3069592450.33113,3050794569.53642,3079544370.86093,3159159205.29801,3281898543.04636,3416801456.95364,3704299205.29801,4007277748.34437,4259391258.27815,4525879735.09934,4738185695.36424,4950491920.5298,5230249403.97351,5561977615.89404,5772072185.43046,6075508874.17219,6386915231.78808,6688376026.49007,7141192052.98013,7184635761.5894,7398940397.35099,7587152317.88079,7620794701.98675,7909139072.84768,8053774834.43709,8374834437.08609,8655099337.74834,8441986754.96689,8741059602.64901,8863100958.84491,9091901001.12766,9502045873.30722,10291251009.072,11055576677.6862,11612938840.1743
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71126635.7019105,74562925.9054478,86126147.1572359,89455806.2963933,83858294.709846,104439216.123201,114218647.17234,123115191.024221,121032563.604186,124271693.307481,124380914.14428,133262707.553253,141266793.309805,149570054.080145,161854583.25001,145178813.446822,135821064.906768,131958025.248108,128794787.136568,136381694.336069,143696337.635177,147455223.403075,147706093.53131,147624234.203111,151684209.164411,154601869.291354,160097472.561491,157478430.855997,154786418.725904,164751300,167514136.775811,173711799.970748,177809833.326727,176121189.110774,177238619.610148,182410057.334379
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Mauritania,MRT,678884139.56888,784314257.964809,790013151.067088,774341126.340061,988763047.620439,1148332896.1274,1150985108.35068,1192042276.78676,1313588183.61643,1329988753.59689,1489400289.92767,1516848245.86567,1505731145.72368,1436697032.62887,1611436904.80703,1528699700.13594,1659343980.58139,1628171649.38474,1619954041.85444,1697550485.79881,1754778481.26144,1815323399.98889,1772846209.85333,1839068079.3933,1779723845.29748,1833022312.10598,1937753496.48283,1974578256.82868,2008548861.20092,2104508998.76112,2067231735.45524,2104195639.77914,2143630915.14417,2269540019.10073,2200075479.20429,2416118501.23262,2556708247.32737,2453297155.22094,2521444964.29532,2715919612.22635,2704230124.29821,2758552615.87001,2776897105.4186,2942907049.59475,3112048382.12385,3391181144.2577,4031066483.05195,4144655356.72997,4189416273.7628,4145759133.26485,4343665119.8875,4547994017.03078,4811553825.57001,5104589902.59405,5389402734.79887,5464854373.08605,5574151460.54777
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2124319853.53771,2263412225.01148,2350119158.26636,2432761703.55796,2187995259.98154,2316700862.63089,2444051668.04727,2453431823.73793,2568703514.36592,2747343369.95732,3014990476.5072,3283054480.52584,3506018094.24681,3662567012.45245,3925786062.71037,4099912192.56849,4366927116.6933,4588857101.12914,4778658788.74408,4983555093.47016,5262028369.81099,5561305046.51002,5898911194.30263,6052918760.07907,6599292378.29694,6769129806.19261,6912182726.03343,7164951322.26938,7576632768.63496,7670688143.62866,8325631105.15079,8802441342.89702,9276625562.3588,9584152841.68915,10003670690.3497,10411574171.5084,10775575125.3493,11137678209.4982,11554736859.9332,11955531873.1569,12397886552.4637
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Mexico,MEX,140724856109.908,147761098918.828,154653289290.681,167190856583.44,187095731860.222,200379528814.55,212594944027.878,225042218294.306,246248573983.146,254666877045.988,271226550064.066,281431361365.624,304589805806.953,328533975525.154,347512815682.393,367475637424.787,383708668417.922,396718846887.645,432252725208.694,474173329925.009,517954948317.37,563393067017.382,559855507245.309,536362309775.506,555725959502.044,570138068395.884,548735542096.88,558918685412.78,565879671435.121,589636959531.769,619521566776.621,645679320563.976,669108819488.447,696284178075.869,729200001792.475,687207689775.037,727579538176.222,778240092360.952,814831715122.019,836563384093.725,880871744874.416,875538133492.772,876693118608.856,889165579491.431,927361592006.62,955484515365.572,1002728584323.31,1034857241688.87,1049348247989.9,1000025324482.99,1051128603513.77,1093642696896.43,1137587161961.8,1153059224944.45,1179179866970.85,1210185248485.58,1238052250438.14
GDP (constant 2010 US$),NY.GDP.MKTP.KD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,203119276.665203,205556220.596399,210795650.048471,218228329.038619,226392091.208127,243207004.33338,252954780.058165,273546956.276773,272084789.918055,291359310.553065,282293513.587426,265170327.054876,273008026.126389,276785776.608529,289416091.462329,294472750.119561,296239290.775286,301648209.677772,291901165.036167,298207854.082906,297720587.143863,291588505.129794,284124876.95172,286858031.417753,294117200,300148270.688121,301841581.178713,291091490.415027,281185922.570697,291794183.197587,297307159.605936
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,417573623051.472,463154236663.523,555860693508.881,621285294042.977,723639845461.475,806395708076.549,887638749537.613,872587968390.395,1008555146318.55,1052611683400.8,1010865835603.05,1062240539204.21,1084135798263.03,1098406623475.63,1063223874000.08,1038738415802.3,1030923274176,1023442940618.08,1036206976927.14,1035161413266.5,1066647751733.75,1094477872397.99,1237357260925.81,1287456726860.07,1345901326818.77,1379359799708.4,1416641123312.58,1459045459809.65,1531069983298.88,1585781634549.01,1657379188451.82,1690609945951.81,1788466621092.73,1815400649504.75,1844980647187.16,1945331875871.52,2103967250072.36,2215311412710.31,2352406571061.18,2477650647203.14,2593382478673.11,2612740786226.13,2747991985923.82,2854002161032.92,2938120783827.85,3020618502046.35,3116368551192.94,3197898577630.4,3303031516696.81
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,200850274688.773,213587800313.008,232844428874.487,260417470168.457,291498856516.938,318112471815.535,343301355437.076,389965869565.43,412510455940.822,438424450026.942,449086920966.343,520566224116.979,523504250223.826,498925179737.01,484174889970.082,450890569760.343,444862577212.487,504722134457.433,534228497648.274,529555909883.34,547316072917.371,533057117661.972,540319667615.297,535898301802.987,547691433226.644,618115152443.612,606273221327.098,634839627995.367,645808708732.584,655965579256.41,673244241616.341,716326753535.982,742534913672.956,792516460766.792,831083659961.629,866158779587.721,890725809927.176,921599937822.564,945095824842.72,1021797065715.45,1072424025158.82,1134165956085.14,1206584891115.13,1253058961692.79,1291456145281.36,1362935523406.7,1355455513681.76,1362727633581.47,1385023344393.33,1427394929059.48,1446786661238.08,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,199495080293.107,212146662179.564,231273360746.442,258660358824.434,289532030146.863,315966075751.782,340985002752.8,387334658023.624,409727129610.246,435466274547.62,446056802738.208,517053814534.321,519972016936.568,495558788486.195,480908023153.861,447848281796.611,441860961842.958,501316629490.884,530623904788.544,525982844313.09,543623174434.535,529460428438.894,536673975885.201,532282442295.821,543996002080.169,613944552270.096,602182522058.412,630556182989.683,641451252193.862,651539591399.856,668478227452.456,711532441528.421,736970493294.046,786106519053.834,824119988149.11,859823448822.023,885012557728.45,916643745257.576,939412618538.504,1015519595121.47,1065450379252.68,1127496040953.02,1199474675681.2,1245508264695.21,1283229884796.04,1354032869496.32,1345393615617.83,1351995993511.63,1374049932799.67,1416463043593.41,1435465754358.64,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Middle income,MIC,2148202005754.83,2197039003017.93,2280442573631.02,2389059831450.36,2573909085414.55,2718370775373.13,2836029639204.92,2940418420728.61,3134724481636.22,3374471895530.67,3646440329778.91,3875581306599.36,4123829628363.08,4430477811031.32,4698847811310.53,4904498074752.47,5236161877677.48,5472986693803.69,5649727969872.94,5886176267120.69,6156242821492.73,6256693658983.52,6408733435930.54,6487626546383.82,6780660832432.92,7076914298316.13,7358071817975.91,7680194090604.45,7963347466744.49,8187659086672.3,8361421761717.33,8457152408105.33,8525919799507.26,8763055395652.55,8977053760168.83,9302202494297.17,9746200813360,10223697157001.8,10416903218170,10749140076627.5,11355703944525.8,11745008385398.2,12233013862430.3,12903437763681,13950024198087.9,14944548898973,16158498854570.5,17580531339570.6,18580826555947.1,19005722350950.2,20431462486141.4,21672358985267.6,22746481921345.8,23900977526391.9,24995732232467.2,25951733635792.9,26954533264950.9
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3994597528.99856,3759832629.01354,3821759496.30722,3571732651.50415,3451427607.82648,3524173901.54317,3739148519.43694,4030802095.98931,4296835030.54075,4614800815.93701,4960910881.53213,5199034597.33391,5355005645.59355,5772696091.31765,5426334310.87913,5811604051.96737,6206793144.22054,6163345582.70734,6742700073.59761,7066349660.23491,7038084252.44231,7326645709.47634
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5350674803.33858,..,..,..,..,..,..
